Name,Team,POS,ADP,IP,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Abner Uribe ","MIL","RP",167.27999877929688,53,389.00000000000006,-11.27708131644852,30.459523278825785,14.427709373664086,"Abner Uribe","25327",682842
"Hunter Greene ","CIN","SP",444.32000732421875,67,341.8999999999999,62.556609629495576,-51.32177836397119,14.326997298237382,"Hunter Greene","22182",668881
"MacKenzie Gore ","TEX","SP",164.82000732421875,125,577,62.37816769367253,-51.32177836397119,14.115325654898731,"MacKenzie Gore","22201",669022
"Grayson Rodriguez ","LAA","SP",397.1099853515625,76,377.09999999999997,62.32049483672753,-51.32177836397119,14.046912877659608,"Grayson Rodriguez","24492",680570
"Gavin Williams ","CLE","SP",144.74000549316406,120,555,62.11162914609404,-51.32177836397119,13.79915192522689,"Gavin Williams","30122",668909
"Bryan Baker ","TBR","RP",999,49,379,-12.241514343939741,30.459523278825785,13.752606254420233,"Bryan Baker","19804",641329
"Daniel Palencia ","CHC","RP",91.05999755859375,48,374.90000000000003,-12.24601176856389,30.459523278825785,13.749458057183329,"Daniel Palencia","27914",694037
"Riley O'Brien ","STL","RP",264.0400085449219,48,371.80000000000007,-12.750384712443186,30.459523278825785,13.396396996467821,"Riley O'Brien","20348",676617
"Josh Hader ","HOU","RP",124.38999938964844,42,345.9,-12.988880494718138,30.459523278825785,13.229449948875354,"Josh Hader","14212",623352
"Jared Jones ","PIT","SP",714.77001953125,95,449.0999999999999,61.446010301719355,-51.32177836397119,13.009580606264748,"Jared Jones","27863",683003
"Landen Roupp ","SFG","SP",690.0999755859375,104,484.6,61.258705793842886,-51.32177836397119,12.787395990277016,"Landen Roupp","30076",694738
"David Bednar ","NYY","RP",64.05999755859375,48,360.6,-14.572635348394211,30.459523278825785,12.120821551302102,"David Bednar","19569",670280
"Nick Lodolo ","CIN","SP",127.94999694824219,111,509.30000000000007,60.63938396765801,-51.32177836397119,12.052743185153659,"Nick Lodolo","26378",666157
"Trey Yesavage ","TOR","SP",194.2899932861328,99,459.70000000000005,60.52033449231279,-51.32177836397119,11.91152414956823,"Trey Yesavage","35456",702056
"Raisel Iglesias ","ATL","RP",100.62000274658203,48,356.8,-15.190898957020455,30.459523278825785,11.688037025263734,"Raisel Iglesias","17130",628452
"Freddy Peralta ","NYM","SP",56.36000061035156,127,571.3000000000002,60.125619342945946,-51.32177836397119,11.44330459158273,"Freddy Peralta","18679",642547
"Shane Bieber ","TOR","SP",474.0400085449219,101,465.20000000000005,60.09003677753719,-51.32177836397119,11.401095790946632,"Shane Bieber","19427",669456
"Reid Detmers ","LAA","SP",350.4599914550781,113,513,59.91622454353314,-51.32177836397119,11.194915998991883,"Reid Detmers","27468",672282
"Tanner Bibee ","CLE","SP",188.6300048828125,131,585.9000000000001,59.850747332093256,-51.32177836397119,11.117245529419877,"Tanner Bibee","30134",676440
"Aaron Ashby ","MIL","SP/RP",999,58,359.00000000000006,-16.15810980560304,30.459523278825785,11.010989431255922,"Aaron Ashby","23550",676879
"Louis Varland ","TOR","RP",999,49,354.40000000000003,-16.243957705046437,30.459523278825785,10.950895901645543,"Louis Varland","27691",686973
"Pete Fairbanks ","MIA","RP",111.45999908447266,45,336.9,-16.44091844814539,30.459523278825785,10.813023381476278,"Pete Fairbanks","17998",664126
"Edward Cabrera ","CHC","SP",174.72000122070312,108,488.30000000000007,59.21039343193077,-51.32177836397119,10.357644028009789,"Edward Cabrera","21690",665795
"Will Warren ","NYY","SP",285.04998779296875,103,465.4000000000001,58.797424029677636,-51.32177836397119,9.867770884567863,"Will Warren","30182",701542
"Gregory Soto ","PIT","RP",728.4099731445312,48,340.80000000000007,-17.794114151236187,30.459523278825785,9.865786389312719,"Gregory Soto","19677",642397
"Luis Castillo ","SEA","SP",171.0500030517578,113,506.1,58.793587991027586,-51.32177836397119,9.863220493421174,"Luis Castillo","15689",622491
"Clay Holmes ","NYM","SP",330.6300048828125,111,494.4000000000001,58.21513981804461,-51.32177836397119,9.177052890515512,"Clay Holmes","13649",605280
"Tanner Scott ","LAD","RP",712.8099975585938,46,326.30000000000007,-18.828124983206934,30.459523278825785,9.141978806933196,"Tanner Scott","17586",656945
"Ryan Helsley ","BAL","RP",85.58999633789062,36,284.40000000000003,-19.019530084123108,30.459523278825785,9.007995236291876,"Ryan Helsley","18138",664854
"Adrian Morejon ","SDP","RP",735.8499755859375,50,338,-19.574829748011215,30.459523278825785,8.619285471570201,"Adrian Morejon","20039",670970
"Logan Henderson ","MIL","SP",413.3999938964844,79,360.80000000000007,57.68073995093938,-51.32177836397119,8.543136330776473,"Logan Henderson","31475",701656
"Jeff Hoffman ","TOR","RP",99.63999938964844,46,320.90000000000003,-19.706710111254754,30.459523278825785,8.526969217299722,"Jeff Hoffman","17432",656546
"Ryan Weathers ","NYY","SP",232.55999755859375,88,396.80000000000007,57.57478591788211,-51.32177836397119,8.417451389105413,"Ryan Weathers","23796",677960
"Kevin Gausman ","TOR","SP",112.94999694824219,133,580.0000000000001,57.56565879143894,-51.32177836397119,8.406624596377156,"Kevin Gausman","14107",592332
"Kyle Harrison ","MIL","SP",446.55999755859375,99,441.4000000000001,57.54290711392854,-51.32177836397119,8.37963606957641,"Kyle Harrison","27758",690986
"Jack Flaherty ","DET","SP",209,118,518.2,57.44938713718509,-51.32177836397119,8.268700671622037,"Jack Flaherty","17479",656427
"Jose A. Ferrer ","SEA","RP",999,49,330.40000000000003,-20.14878049637006,30.459523278825785,8.217519947719012,"Jose A. Ferrer","24017",678606
"Trevor Megill ","MIL","RP",137.6999969482422,47,321.3,-20.304206200292995,30.459523278825785,8.108721954972953,"Trevor Megill","17722",656730
"Taj Bradley ","MIN","SP",492.4599914550781,97,431.70000000000016,57.28986084022252,-51.32177836397119,8.079467163937593,"Taj Bradley","22543",671737
"Michael King ","SDP","SP",129.55999755859375,120,525,57.23060065693952,-51.32177836397119,8.009171466223906,"Michael King","19853",650633
"Paul Sewald ","ARI","RP",389.9100036621094,47,319.69999999999993,-20.564527719714583,30.459523278825785,7.926496891377842,"Paul Sewald","13892",623149
"Spencer Schwellenbach ","ATL","SP",743.1900024414062,36,182.40000000000003,57.14567869785998,-51.32177836397119,7.908435220839695,"Spencer Schwellenbach","31846",680885
"Carmen Mlodzinski ","PIT","SP",745.6199951171875,83,373.20000000000005,57.047925850882045,-51.32177836397119,7.792478701620075,"Carmen Mlodzinski","27572",669387
"Seranthony Domínguez ","CHW","RP",194.19000244140625,47,318.49999999999994,-20.75976885928076,30.459523278825785,7.7898280936815185,"Seranthony Dominguez","19249",622554
"Gerrit Cole ","NYY","SP",232.89999389648438,112,489.60000000000014,56.77159879088626,-51.32177836397119,7.464693629022299,"Gerrit Cole","13125",543037
"Connor Prielipp ","MIN","SP",999,73,329.50000000000006,56.5636590406166,-51.32177836397119,7.218031046866413,"Connor Prielipp","31857",687570
"Jacob Latz ","TEX","SP/RP",730.9299926757812,56,324.9000000000001,-21.706212188275337,30.459523278825785,7.127317763385315,"Jacob Latz","21306",656641
"David Peterson ","NYM","SP",452.0400085449219,94,413.9,56.38151334333837,-51.32177836397119,7.001965922420663,"David Peterson","20302",656849
"Ranger Suarez ","BOS","SP",183.97999572753906,126,544,56.346459886708935,-51.32177836397119,6.9603847619427235,"Ranger Suarez","17277",624133
"Matthew Boyd ","CHC","SP",212.75999450683594,96,421.70000000000016,56.32542781273131,-51.32177836397119,6.935436065656008,"Matthew Boyd","15440",571510
"Carlos Rodón ","NYY","SP",202.3000030517578,124,535.5999999999999,56.3049248475329,-51.32177836397119,6.91111500952732,"Carlos Rodon","16137",607074
"Justin Steele ","CHC","SP",605.5,52,242.2,56.2739719839432,-51.32177836397119,6.8743980602751735,"Justin Steele","17312",657006
"Kenley Jansen ","DET","RP",133.02000427246094,44,298.2,-22.074868730261088,30.459523278825785,6.869258183995288,"Kenley Jansen","3096",445276
"Joe Boyle ","TBR","SP/RP",713.1400146484375,66,322.10000000000014,-22.161774847263086,30.459523278825785,6.8084239020938915,"Joe Boyle","29608",671212
"Clayton Beeter ","WSN","RP",307.1400146484375,41,285.40000000000003,-22.16971147895278,30.459523278825785,6.802868259911106,"Clayton Beeter","27494",690925
"Ian Seymour ","TBR","SP/RP",521.1400146484375,61,321.3000000000001,-22.291935606973873,30.459523278825785,6.717311370296339,"Ian Seymour","27932",693855
"Joey Cantillo ","CLE","SP",270.80999755859375,102,445.0000000000001,56.1409011259462,-51.32177836397119,6.716546560498575,"Joey Cantillo","23335",676282
"Michael Soroka ","ARI","SP",710.3599853515625,106,460.5000000000001,56.012459969768166,-51.32177836397119,6.564186912105823,"Michael Soroka","18383",647336
"Parker Messick ","CLE","SP",294.17999267578125,105,456.30000000000007,55.991692450180174,-51.32177836397119,6.539552035898148,"Parker Messick","31986",800048
"Jeremiah Estrada ","SDP","RP",623.5800170898438,46,302.70000000000005,-22.667867394675163,30.459523278825785,6.454159118905439,"Jeremiah Estrada","22210",669093
"Bryce Miller ","SEA","SP",341.6000061035156,102,443,55.8154992266692,-51.32177836397119,6.330547863231675,"Bryce Miller","29837",682243
"Nick Pivetta ","SDP","SP",96.01000213623047,36,173.90000000000003,55.76272062593287,-51.32177836397119,6.267940757455519,"Nick Pivetta","15454",601713
"Graham Ashcraft ","CIN","RP",999,48,309.00000000000006,-22.96800434973998,30.459523278825785,6.244063250360064,"Graham Ashcraft","27552",668933
"Aaron Nola ","PHI","SP",205.52999877929688,131,560.5,55.71814321127574,-51.32177836397119,6.215062074130657,"Aaron Nola","16149",605400
"Lucas Erceg ","KCR","RP",490.70001220703125,48,308.70000000000005,-23.01681463463153,30.459523278825785,6.209896050935982,"Lucas Erceg","19360",668674
"Connelly Early ","BOS","SP",266.4800109863281,89,388.79999999999995,55.61060185188058,-51.32177836397119,6.087494211985181,"Connelly Early","33666",813349
"Max Meyer ","MIA","SP",281.45001220703125,107,462.1,55.610205020296085,-51.32177836397119,6.087023481866552,"Max Meyer","27474",676974
"Bryan Abreu ","HOU","RP",181.6999969482422,47,302.3,-23.39552424342419,30.459523278825785,5.944799324781117,"Bryan Abreu","16609",650556
"Robbie Ray ","SFG","SP",166.44000244140625,127,542.2000000000002,55.391021708466056,-51.32177836397119,5.827023546349833,"Robbie Ray","11486",592662
"Garrett Whitlock ","BOS","RP",624.97998046875,52,312.70000000000005,-23.69116377386485,30.459523278825785,5.737851653472655,"Garrett Whitlock","20191",676477
"Erik Sabrowski ","CLE","RP",999,47,300.3,-23.720926142701163,30.459523278825785,5.7170179952872395,"Erik Sabrowski","24978",681870
"Corbin Burnes ","ARI","SP",738.0999755859375,30,146.5,55.2801734192002,-51.32177836397119,5.695532933215886,"Corbin Burnes","19361",669203
"José Alvarado ","PHI","RP",746.0700073242188,46,295.6000000000001,-23.823044137108393,30.459523278825785,5.645535399202176,"Jose Alvarado","17780",621237
"Kris Bubic ","KCR","SP",190.69000244140625,120,512.2,55.14802850156693,-51.32177836397119,5.538779803715968,"Kris Bubic","21455",663460
"Christian Scott ","NYM","SP",748.5700073242188,47,214.70000000000002,55.11257821335307,-51.32177836397119,5.49672791311948,"Christian Scott","30107",681035
"Garrett Cleavinger ","TBR","RP",505.4800109863281,48,302.1,-24.090640902245525,30.459523278825785,5.4582176636061845,"Garrett Cleavinger","17897",664076
"Braxton Garrett ","MIA","SP",604.1099853515625,88,380.4000000000001,54.90649034381097,-51.32177836397119,5.252262071517117,"Braxton Garrett","21844",666129
"Jack Perkins ","ATH","RP",999,49,303.6,-24.50916594668143,30.459523278825785,5.1652501325010505,"Jack Perkins","31468",678022
"Caleb Kilian ","SFG","RP",999,46,289.90000000000003,-24.750439550047762,30.459523278825785,4.99635861014462,"Caleb Kilian","26213",668873
"Bubba Chandler ","PIT","SP",150.00999450683594,103,439.80000000000007,54.63227971893243,-51.32177836397119,4.926987559551958,"Bubba Chandler","29868",696149
"Joe Musgrove ","SDP","SP",385.6199951171875,48,215.8,54.628972789061756,-51.32177836397119,4.923064808563512,"Joe Musgrove","12970",605397
"Erik Miller ","SFG","RP",999,43,276.59999999999997,-24.92663277355871,30.459523278825785,4.873023353686955,"Erik Miller","26252",669062
"Jack Leiter ","TEX","SP",230.7100067138672,107,455.5,54.5363787526821,-51.32177836397119,4.813227780885902,"Jack Leiter","30146",683004
"Dylan Lee ","ATL","RP",999,47,292.2,-25.038803834772885,30.459523278825785,4.794503610837034,"Dylan Lee","19996",669276
"Payton Tolle ","BOS","SP/RP",673,64,300.3,-25.708655549382055,30.459523278825785,4.32560741061061,"Payton Tolle","35466",801139
"Zebby Matthews ","MIN","SP",488.6400146484375,77,330.7,54.10859430460824,-51.32177836397119,4.305780713015575,"Zebby Matthews","31827",805673
"Kodai Senga ","NYM","SP",223.52000427246094,71,305.5,53.98398918708026,-51.32177836397119,4.157971455769509,"Kodai Senga","31838",673540
"Mason Montgomery ","PIT","RP",748.4400024414062,46,282.1,-26.019506957227932,30.459523278825785,4.108011425118496,"Mason Montgomery","29770",682254
"Alex Vesia ","LAD","RP",743.4199829101562,46,281.9,-26.05204714715564,30.459523278825785,4.085233292169104,"Alex Vesia","25007",681911
"Sean Manaea ","NYM","SP",423.3599853515625,102,431.10000000000014,53.879357925971256,-51.32177836397119,4.03385561449384,"Sean Manaea","15873",640455
"Reynaldo López ","ATL","SP",302.9100036621094,86,365.7,53.83993932191251,-51.32177836397119,3.9870964227111054,"Reynaldo Lopez","16400",625643
"Brandon Woodruff ","MIL","SP",143.82000732421875,79,336,53.64575639990494,-51.32177836397119,3.7567524846672953,"Brandon Woodruff","16162",605540
"Robert Suarez ","ATL","RP",214.39999389648438,49,291.2,-26.526657722198635,30.459523278825785,3.753005889639006,"Robert Suarez","30115",663158
"Phil Maton ","CHC","RP",743.3800048828125,47,282.9,-26.551922666410785,30.459523278825785,3.7353204286905,"Phil Maton","18064",664208
"Kyle Hurt ","LAD","RP",999,50,295,-26.570970582466025,30.459523278825785,3.7219868874518327,"Kyle Hurt","27514",669165
"Robert Gasser ","MIL","SP",748.5800170898438,36,160.70000000000005,53.61506809070489,-51.32177836397119,3.720349355494216,"Robert Gasser","29812",688107
"Matt Brash ","SEA","RP",733.280029296875,40,254,-26.615944828707555,30.459523278825785,3.6905049150827636,"Matt Brash","25756",666374
"Will Vest ","DET","RP",485.7300109863281,41,257.9000000000001,-26.643987594011083,30.459523278825785,3.670874979370295,"Will Vest","19769",676684
"Anthony Nunez ","BAL","RP",999,45,273.3,-26.78869884515297,30.459523278825785,3.569577103570972,"Anthony Nunez","25796",689296
"Noah Schultz ","CHW","SP",999,71,302.19999999999993,53.44707605327323,-51.32177836397119,3.521073605279144,"Noah Schultz","32056",702273
"Fernando Cruz ","NYY","RP",999,47,281,-26.861054470723904,30.459523278825785,3.518928165671319,"Fernando Cruz","7048",518585
"Ryan Zeferjahn ","LAA","RP",999,47,280.8,-26.893594660651598,30.459523278825785,3.4961500327219337,"Ryan Zeferjahn","25420",666171
"Cade Cavalli ","WSN","SP",305.2200012207031,100,419.9000000000001,53.38226022780752,-51.32177836397119,3.444187685904874,"Cade Cavalli","27473",676917
"Bryan King ","HOU","RP",748.469970703125,48,284.30000000000007,-26.986717805810528,30.459523278825785,3.43096383111068,"Bryan King","25890",687911
"Kumar Rocker ","TEX","SP",720.72998046875,104,435.70000000000005,53.302629356521024,-51.32177836397119,3.3497278421021526,"Kumar Rocker","31843",677958
"Camilo Doval ","NYY","RP",663.6500244140625,45,271.2,-27.130370839393784,30.459523278825785,3.3304067076024024,"Camilo Doval","21992",666808
"Yusei Kikuchi ","LAA","SP",506.57000732421875,64,272.50000000000006,53.2528931312657,-51.32177836397119,3.2907296672353747,"Yusei Kikuchi","20633",579328
"Tyler Rogers ","TOR","RP",743.280029296875,53,291.1,-27.20550428605611,30.459523278825785,3.277813294938774,"Tyler Rogers","15541",643511
"Victor Vodnik ","COL","RP",496.760009765625,47,278.69999999999993,-27.23526665489243,30.459523278825785,3.256979636753352,"Victor Vodnik","24614",680767
"Brad Lord ","WSN","SP/RP",999,62,289.9,-27.400745425622294,30.459523278825785,3.1411444972424443,"Brad Lord","31972",695418
"Cole Sands ","MIN","RP",735.4400024414062,41,253.10000000000002,-27.42495215227581,30.459523278825785,3.1241997885849835,"Cole Sands","21461",663485
"Justin Slaten ","BOS","RP",999,47,277.5,-27.430507794458595,30.459523278825785,3.1203108390570335,"Justin Slaten","25648",686580
"Keaton Winn ","SFG","RP",999,52,289.59999999999997,-27.44955571051384,30.459523278825785,3.1069772978183625,"Keaton Winn","23499",676775
"Brooks Raley ","NYM","RP",999,46,272.8,-27.532625788865843,30.459523278825785,3.048828242971963,"Brooks Raley","10061",548384
"Robby Snelling ","MIA","SP",999,48,206.00000000000006,53.03450348260463,-51.32177836397119,3.031671191955883,"Robby Snelling","31893",702281
"Brandon Pfaadt ","ARI","SP",588.5999755859375,91,380.19999999999993,52.88622074720235,-51.32177836397119,2.8557750376321778,"Brandon Pfaadt","27782",694297
"Shota Imanaga ","CHC","SP",157.92999267578125,122,506.0000000000002,52.8141296760211,-51.32177836397119,2.770259066083256,"Shota Imanaga","33829",684007
"Ben Joyce ","LAA","RP",738.6500244140625,39,241.8,-27.938319945403418,30.459523278825785,2.7648423333956593,"Ben Joyce","31461",690829
"Eduard Bazardo ","SEA","RP",999,48,278.00000000000006,-28.011733788532982,30.459523278825785,2.7134526432049646,"Eduard Bazardo","20997",660825
"JoJo Romero ","STL","RP",479.0799865722656,47,272.5,-28.244012542651017,30.459523278825785,2.5508575153223414,"JoJo Romero","19574",668941
"Kevin Kelly ","TBR","RP",999,45,262.9,-28.48078872139321,30.459523278825785,2.3851141902028057,"Kevin Kelly","25679",687330
"Luke Weaver ","NYM","RP",733.510009765625,50,282.1,-28.669812832802467,30.459523278825785,2.252797312216326,"Luke Weaver","16918",596133
"Anthony Bender ","MIA","RP",999,44,257.6,-28.680527285583533,30.459523278825785,2.245297195269579,"Anthony Bender","19742",669622
"Tobias Myers ","NYM","SP/RP",999,61,281.9000000000001,-28.702353022730154,30.459523278825785,2.230019179266945,"Tobias Myers","22191",668964
"Hagen Smith ","CHW","SP",999,26,111.9,52.30102643728317,-51.32177836397119,2.161605022710037,"Hagen Smith","sa3025544",696146
"Emilio Pagán ","CIN","RP",111.94000244140625,35,220.2,-28.80235458202015,30.459523278825785,2.160018087763947,"Emilio Pagan","14771",641941
"Shawn Armstrong ","CLE","RP",748.469970703125,44,255.3,-29.054739469752054,30.459523278825785,1.983348666351616,"Shawn Armstrong","12857",542888
"Sandy Alcantara ","MIA","SP",144.57000732421875,137,562.6000000000001,52.08435639215481,-51.32177836397119,1.9045863779444958,"Sandy Alcantara","18684",645261
"Dennis Santana ","PIT","RP",150.50999450683594,48,269.40000000000003,-29.41096195542395,30.459523278825785,1.7339929263812865,"Dennis Santana","17878",642701
"Bryan Hudson ","CHW","RP",999,47,265.3,-29.4154593800481,30.459523278825785,1.730844729144382,"Bryan Hudson","19924",663542
"Mitch Keller ","PIT","SP",518.6300048828125,128,525,51.929988905790466,-51.32177836397119,1.721472361802007,"Mitch Keller","17594",656605
"Kirby Yates ","LAA","RP",269.42999267578125,43,248.8,-29.44971917350856,30.459523278825785,1.7068628737220632,"Kirby Yates","9073",489446
"Sean Newcomb ","CHW","RP",999,49,272.70000000000005,-29.536625290510578,30.459523278825785,1.646028591820647,"Sean Newcomb","16943",656794
"Tony Santillan ","CIN","RP",718.1199951171875,50,276.5,-29.58093815077798,30.459523278825785,1.6150095896334666,"Tony Santillan","19926",663574
"Orion Kerkering ","PHI","RP",999,43,247.10000000000002,-29.72631078789398,30.459523278825785,1.5132487436522668,"Orion Kerkering","31776",689147
"Grant Holmes ","ATL","SP",369.45001220703125,98,401.1,51.648635312391264,-51.32177836397119,1.3877247077017953,"Grant Holmes","16944",656550
"Rico Garcia ","BAL","RP",999,48,265.5,-30.045495659014044,30.459523278825785,1.2898193338682198,"Rico Garcia","20023",670329
"Carson Whisenhunt ","SFG","SP",999,39,160.3,51.5622583041686,-51.32177836397119,1.2852624518826352,"Carson Whisenhunt","31676",687931
"Emerson Hancock ","SEA","SP",733.4199829101562,107,436.70000000000005,51.4776008994786,-51.32177836397119,1.1848400265773713,"Emerson Hancock","27470",676106
"Casey Mize ","DET","SP",289.6499938964844,105,428.4000000000001,51.452335955266456,-51.32177836397119,1.154870209025355,"Casey Mize","20492",663554
"Brad Keller ","PHI","RP",745.9099731445312,49,268.1,-30.28504965884761,30.459523278825785,1.1221315339847249,"Brad Keller","15734",641745
"Andrew Kittredge ","BAL","RP",745.8499755859375,44,247.70000000000005,-30.291266687004523,30.459523278825785,1.1177796142748864,"Andrew Kittredge","12828",552640
"A.J. Puk ","ARI","RP",748.5,33,202.80000000000007,-30.30819816794249,30.459523278825785,1.105927577618305,"A.J. Puk","19343",640462
"Brandon Sproat ","MIL","SP",528.2000122070312,94,383,51.35405399950921,-51.32177836397119,1.0382860496475883,"Brandon Sproat","33850",687075
"Jason Adam ","SDP","RP",999,47,259,-30.44047536277055,30.459523278825785,1.0133335412386673,"Jason Adam","11861",592094
