Name,Team,POS,ADP,PA,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Hunter Goodman ","COL","C/DH",67.36000061035156,446,579.8,45.0193483926077,-26.118931097220212,19.900417295387392,"Hunter Goodman","29715",696100
"Seiya Suzuki ","CHC","OF/DH",113.43000030517578,477,608.7,44.5197179465053,-25.85032301116273,19.669394935342556,"Seiya Suzuki","30116",673548
"Michael Harris II ","ATL","OF",99.06999969482422,450,579.8,44.3084604496982,-25.85032301116273,19.458137438535385,"Michael Harris II","25931",671739
"CJ Abrams ","WSN","SS",65,488,602,41.4033459150374,-23.77630580920501,18.627040105832396,"CJ Abrams","25768",682928
"Jarren Duran ","BOS","OF/DH",64.04000091552734,472,595.6,43.1374718350056,-25.85032301116273,18.287148823842887,"Jarren Duran","24617",680776
"Roman Anthony ","BOS","OF/DH",50.75,423,545,43.0744509958829,-25.85032301116273,18.224127984720162,"Roman Anthony","31812",701350
"Rafael Devers ","SFG","1B/DH",61.619998931884766,513,637.9,43.1834819085631,-26.17174546743501,18.011736441128104,"Rafael Devers","17350",646240
"Kevin McGonigle ","DET","3B/SS",999,504,612.4,40.3626111523628,-23.77630580920501,17.58630534315778,"Kevin McGonigle","33572",805808
"George Springer ","TOR","OF/DH",94.37999725341797,475,592.8,42.118932067718,-25.85032301116273,17.26860905655525,"George Springer","12856",543807
"Mookie Betts ","LAD","SS",60.58000183105469,432,536.7,40.0361664729523,-23.77630580920501,17.259860663747304,"Mookie Betts","13611",605141
"Brandon Lowe ","PIT","2B/DH",187.57000732421875,423,527.6,40.0581994616558,-23.899593341934043,17.158606119721693,"Brandon Lowe","18882",664040
"Zach Neto ","LAA","SS",32.29999923706055,509,615,39.9247054759668,-23.77630580920501,17.148399666761755,"Zach Neto","31347",687263
"Jazz Chisholm Jr. ","NYY","2B/3B",19.520000457763672,466,570.4,39.8354394584202,-23.899593341934043,16.935846116486147,"Jazz Chisholm Jr.","20454",665862
"William Contreras ","MIL","C/DH",56.560001373291016,483,599.7,41.8932559282305,-26.118931097220212,16.774324831010233,"William Contreras","20503",661388
"Cal Raleigh ","SEA","C/DH",18.729999542236328,468,581.9,41.4734950641846,-26.118931097220212,16.354563966964324,"Cal Raleigh","21534",663728
"Wyatt Langford ","TEX","OF",37.75,389,499.2,41.1776697596018,-25.85032301116273,16.32734674843915,"Wyatt Langford","33333",694671
"Jackson Chourio ","MIL","OF",19.3799991607666,472,583.4,41.0226288052601,-25.85032301116273,16.17230579409742,"Jackson Chourio","28806",694192
"Iván Herrera ","STL","C/DH",178.42999267578125,467,579.7,41.2698519134005,-26.118931097220212,16.150920816180218,"Ivan Herrera","20599",671056
"Vinnie Pasquantino ","KCR","1B/DH",77.0999984741211,482,593.7,41.0308911780174,-26.17174546743501,15.85914571058242,"Vinnie Pasquantino","27676",686469
"Teoscar Hernández ","LAD","OF",125.41999816894531,454,560.9,40.3212992885764,-25.85032301116273,15.47097627741364,"Teoscar Hernandez","13066",606192
"Drake Baldwin ","ATL","C/DH",78.62999725341797,463,571.3,40.5246184259933,-26.118931097220212,15.405687328773157,"Drake Baldwin","31539",686948
"Trea Turner ","PHI","SS",26.780000686645508,498,590.3,37.5979569226799,-23.77630580920501,14.821651113474893,"Trea Turner","16252",607208
"Andy Pages ","LAD","OF",133.4199981689453,475,578.6,39.6573934593257,-25.85032301116273,14.807070448162978,"Andy Pages","24816",681624
"Yandy Díaz ","TBR","1B/DH",138.63999938964844,502,607.8,39.9206552929299,-26.17174546743501,14.748909825494888,"Yandy Diaz","16578",650490
"Will Smith ","LAD","C",95.69000244140625,327,427.8,39.8194007170083,-26.118931097220212,14.700469619788077,"Will Smith","19197",669257
"Wilyer Abreu ","BOS","OF",199.89999389648438,402,503.1,39.5433403235073,-25.85032301116273,14.693017312344562,"Wilyer Abreu","23772",677800
"Jo Adell ","LAA","OF",120.33000183105469,466,567.5,39.3327308693823,-25.85032301116273,14.482407858219606,"Jo Adell","20220",666176
"Taylor Ward ","BAL","OF/DH",148.42999267578125,504,605.3,39.1318418481667,-25.85032301116273,14.281518837003922,"Taylor Ward","17548",621493
"Samuel Basallo ","BAL","C/1B/DH",160.94000244140625,365,463.4,39.2371465592811,-26.118931097220212,14.11821546206092,"Samuel Basallo","28824",694212
"JJ Wetherholt ","STL","2B",999,481,568.7,36.8749184306599,-23.899593341934043,13.975325088725771,"JJ Wetherholt","34985",802139
"Willson Contreras ","BOS","1B/DH",168.1999969482422,477,577.4,39.0939321406829,-26.17174546743501,13.922186673247872,"Willson Contreras","11609",575929
"Kazuma Okamoto ","TOR","3B",999,438,538.4,39.2645258004378,-26.589724226065826,13.674801574372028,"Kazuma Okamoto","37123",672960
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,465,561.2,38.4183617823723,-25.85032301116273,13.568038771209554,"Tyler Soderstrom","27467",691016
"Kyle Stowers ","MIA","OF/DH",164.42999267578125,455,550.9,38.410099409615,-25.85032301116273,13.559776398452277,"Kyle Stowers","26151",669065
"Manny Machado ","SDP","3B/DH",37.52000045776367,486,585.3,38.8638818047914,-26.589724226065826,13.274157578725553,"Manny Machado","11493",592518
"Bo Bichette ","NYM","3B/SS/DH",92.86000061035156,535,617.5,35.7373033203636,-23.77630580920501,12.960997511158551,"Bo Bichette","19612",666182
"Pete Crow-Armstrong ","CHC","OF",32.939998626708984,493,585.7,37.6891670204292,-25.85032301116273,12.838844009266396,"Pete Crow-Armstrong","27769",691718
"Francisco Lindor ","NYM","SS",25.350000381469727,378,455.4,35.5399784302381,-23.77630580920501,12.763672621033082,"Francisco Lindor","12916",596019
"Sal Stewart ","CIN","1B/2B/3B",161.8699951171875,472,551.5,35.4928343258437,-23.899593341934043,12.59324098390966,"Sal Stewart","31505",701398
"Jac Caglianone ","KCR","1B/OF/DH",164.58999633789062,396,483.8,37.2640599039299,-25.85032301116273,12.413736892767181,"Jac Caglianone","35041",695506
"Ian Happ ","CHC","OF/DH",184.86000061035156,509,598.2,37.0124626153336,-25.85032301116273,12.162139604170923,"Ian Happ","17919",664023
"Maikel Garcia ","KCR","2B/3B/SS/OF/DH",63.150001525878906,509,584.7,34.6722674594678,-23.77630580920501,11.89596165026275,"Maikel Garcia","22715",672580
"Max Muncy ","LAD","3B",234.3699951171875,346,431.8,37.1360741454818,-26.589724226065826,11.546349919415979,"Max Muncy","13301",571970
"Jordan Walker ","STL","OF",511.7200012207031,454,537,36.1782871237472,-25.85032301116273,11.3279641125844,"Jordan Walker","27475",691023
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,493,575.4,35.9036847903981,-25.85032301116273,11.053361779235386,"Bryan Reynolds","19326",668804
"Michael Busch ","CHC","1B",106.45999908447266,455,537.9,36.1565781484109,-26.17174546743501,10.984832680975803,"Michael Busch","26319",683737
"Jackson Merrill ","SDP","OF",70.79000091552734,502,584.2,35.8296474648976,-25.85032301116273,10.97932445373494,"Jackson Merrill","29490",701538
"Spencer Torkelson ","DET","1B/DH",188.35000610351562,493,576.1,36.0250282429245,-26.17174546743501,10.853282775489486,"Spencer Torkelson","27465",679529
"Adley Rutschman ","BAL","C/DH",148.92999267578125,430,511,35.9365722587957,-26.118931097220212,10.817641161575482,"Adley Rutschman","26288",668939
"Willy Adames ","SFG","SS",133.92999267578125,513,582.5,33.5800143800468,-23.77630580920501,10.80370857084178,"Willy Adames","15986",642715
"Tyler O'Neill ","BAL","OF/DH",477.6400146484375,386,463.7,35.5569891958033,-25.85032301116273,10.70666618464059,"Tyler O'Neill","15711",641933
"Konnor Griffin ","PIT","SS",999,466,533.7,33.4735755902514,-23.77630580920501,10.69726978104642,"Konnor Griffin","35376",804606
"Gleyber Torres ","DET","2B/DH",261.510009765625,439,506.5,33.557009335294,-23.899593341934043,10.657415993359997,"Gleyber Torres","16997",650402
"Brandon Nimmo ","TEX","OF/DH",145.4600067138672,486,565.4,35.4142607972557,-25.85032301116273,10.563937786093003,"Brandon Nimmo","12927",607043
"Francisco Alvarez ","NYM","C",165.25,351,426.6,35.3460557123632,-26.118931097220212,10.227124615143047,"Francisco Alvarez","26121",682626
"Alec Burleson ","STL","1B/OF/DH",175.19000244140625,486,562,34.8248783135562,-25.85032301116273,9.97455530239344,"Alec Burleson","27615",676475
"Matt Wallner ","MIN","OF/DH",340.5899963378906,348,419.4,34.6311175864169,-25.85032301116273,9.780794575254175,"Matt Wallner","26466",670242
"Luis García Jr. ","WSN","1B/2B/DH",261.8500061035156,338,396.8,32.4906774049818,-23.899593341934043,9.591084063047758,"Luis Garcia Jr.","20391",671277
"Jacob Wilson ","ATH","SS",196.44000244140625,492,552.8,32.1637467374167,-23.77630580920501,9.387440928211648,"Jacob Wilson","33266",805779
"Kerry Carpenter ","DET","OF/DH",236.22000122070312,370,438.9,34.101515792221,-25.85032301116273,9.25119278105825,"Kerry Carpenter","25961",681481
"Brandon Marsh ","PHI","OF",609.72998046875,391,459.7,33.9749881098729,-25.85032301116273,9.124665098710123,"Brandon Marsh","20202",669016
"Edouard Julien ","COL","1B/2B/DH",746.0499877929688,332,387,31.8582009839767,-23.899593341934043,8.958607642042686,"Edouard Julien","27534",666397
"Geraldo Perdomo ","ARI","SS",76.7699966430664,517,575.5,31.6556919118734,-23.77630580920501,8.879386102668494,"Geraldo Perdomo","22799",672695
"Jeremy Peña ","HOU","SS",122.9800033569336,413,468.2,31.5385606331195,-23.77630580920501,8.762254823914535,"Jeremy Pena","21636",665161
"Gabriel Moreno ","ARI","C/DH",181.22000122070312,335,401.7,33.8732475298486,-26.118931097220212,8.754316432628372,"Gabriel Moreno","22664",672515
"Colt Keith ","DET","1B/2B/3B/DH",502.489990234375,407,462.5,31.6168101483404,-23.899593341934043,8.717216806406359,"Colt Keith","27899",690993
"Ezequiel Tovar ","COL","SS",209.22999572753906,493,549.8,31.4659813837191,-23.77630580920501,8.68967557451408,"Ezequiel Tovar","24064",678662
"Alejandro Kirk ","TOR","C/DH",160.25,268,332.5,33.7849535524033,-26.118931097220212,8.666022455183123,"Alejandro Kirk","22581",672386
"Marcelo Mayer ","BOS","2B/3B",589.5399780273438,354,407.7,31.5366165369689,-23.899593341934043,8.637023195034848,"Marcelo Mayer","29668",691785
"Trent Grisham ","NYY","OF",253.82000732421875,413,477.8,33.2026994106242,-25.85032301116273,8.352376399461448,"Trent Grisham","18564",663757
"Royce Lewis ","MIN","3B/DH",193.64999389648438,407,475.8,33.9223357463416,-26.589724226065826,8.33261152027579,"Royce Lewis","20437",668904
"Willi Castro ","COL","2B/3B/SS/OF",256.3399963378906,418,470.5,31.0486506199264,-23.899593341934043,8.14905727799245,"Willi Castro","17338",650489
"Giancarlo Stanton ","NYY","OF/DH",251.4600067138672,236,294.7,32.9195106592548,-25.85032301116273,8.069187648092047,"Giancarlo Stanton","4949",519317
"Brice Turang ","MIL","2B",48.18000030517578,510,564.3,30.9582505715431,-23.899593341934043,8.058657229608997,"Brice Turang","22186",668930
"Salvador Perez ","KCR","C/1B/DH",91.13999938964844,464,529.8,33.152963183345,-26.118931097220212,8.034032086124707,"Salvador Perez","7304",521692
"Ramón Laureano ","SDP","OF/DH",224.47999572753906,448,510.6,32.6682373999737,-25.85032301116273,7.817914388810891,"Ramon Laureano","17128",657656
"Luis Robert Jr. ","NYM","OF",105.63999938964844,383,443.7,32.6231993665174,-25.85032301116273,7.772876355354723,"Luis Robert Jr.","20043",673357
"Carter Jensen ","KCR","C/DH",999,356,414.5,32.3599375329133,-26.118931097220212,7.241006435693048,"Carter Jensen","29478",695600
"Christian Yelich ","MIL","OF/DH",127.22000122070312,379,436.5,32.0859832262984,-25.85032301116273,7.235660215135735,"Christian Yelich","11477",592885
"Luke Keaschall ","MIN","2B/DH",114.8499984741211,439,486.2,30.0380492120291,-23.899593341934043,7.138455870094986,"Luke Keaschall","33321",807712
"Miguel Vargas ","CHW","1B/3B/DH",303.0899963378906,486,549.9,32.727370062743,-26.589724226065826,7.137645836677212,"Miguel Vargas","20178",678246
"Christian Walker ","HOU","1B",212.94000244140625,504,565.8,32.2846041698923,-26.17174546743501,7.112858702457371,"Christian Walker","13419",572233
"Ryan Jeffers ","MIN","C/DH",298.05999755859375,387,444.5,32.0509896550666,-26.118931097220212,6.932058557846465,"Ryan Jeffers","24618",680777
"Colton Cowser ","BAL","OF",251.72000122070312,284,336.7,31.6694624959236,-25.85032301116273,6.819139484760913,"Colton Cowser","29591",681297
"Lars Nootbaar ","STL","OF",745.989990234375,281,333,31.5612416326092,-25.85032301116273,6.7109186214464565,"Lars Nootbaar","21454",663457
"Jake Burger ","TEX","1B/DH",236.72000122070312,486,544.4,31.7739572214643,-26.17174546743501,6.602211754029336,"Jake Burger","22275",669394
"Masataka Yoshida ","BOS","OF/DH",748.3300170898438,246,295.5,31.2809690334398,-25.85032301116273,6.43064602227704,"Masataka Yoshida","31837",807799
"Isaac Paredes ","HOU","1B/3B/DH",243.60000610351562,504,563.7,31.9205738123132,-26.589724226065826,6.330849586247409,"Isaac Paredes","20036",670623
"Jorge Soler ","LAA","OF/DH",634.8099975585938,402,454.5,31.1186377623901,-25.85032301116273,6.2683147512273445,"Jorge Soler","14221",624585
"Lawrence Butler ","ATH","OF",157.22000122070312,427,479.6,31.0266176312231,-25.85032301116273,6.176294620060343,"Lawrence Butler","22542",671732
"Dansby Swanson ","CHC","SS",152.30999755859375,520,561.9,28.7649960198931,-23.77630580920501,5.988690210688136,"Dansby Swanson","18314",621020
"Cody Bellinger ","NYY","1B/OF",80.98999786376953,466,518.4,30.8213544136034,-25.85032301116273,5.971031402440687,"Cody Bellinger","15998",641355
"Ryan O'Hearn ","PIT","1B/OF/DH",285.44000244140625,423,474.3,30.8187622907186,-25.85032301116273,5.968439279555819,"Ryan O'Hearn","16442",656811
"Jesús Sánchez ","TOR","OF/DH",617.4299926757812,319,366.9,30.6842962330322,-25.85032301116273,5.833973221869524,"Jesus Sanchez","19913",660821
"Ozzie Albies ","ATL","2B",150.5,493,533.8,28.6924167545447,-23.899593341934043,5.792823412610654,"Ozzie Albies","16556",645277
"Josh Naylor ","SEA","1B/DH",67.45999908447266,477,530.5,30.9639208214154,-26.17174546743501,5.7921753539804355,"Josh Naylor","18839",647304
"Xander Bogaerts ","SDP","SS/DH",237.1999969482422,475,514,28.4591262690341,-23.77630580920501,5.682820459829097,"Xander Bogaerts","12161",593428
"Randy Arozarena ","SEA","OF",89.37999725341797,520,571.3,30.3944652395331,-25.85032301116273,5.544142228370372,"Randy Arozarena","19290",668227
"Andrew Vaughn ","MIL","1B/DH",272.2699890136719,428,478.5,30.65821307724,-26.17174546743501,5.4864676098049525,"Andrew Vaughn","26197",683734
"Chase DeLauter ","CLE","OF/DH",999,404,451.6,30.2604852018975,-25.85032301116273,5.410162190734738,"Chase DeLauter","32127",800050
"Matt Chapman ","SFG","3B",163.6199951171875,508,562.2,30.9496641854187,-26.589724226065826,5.359939959352815,"Matt Chapman","16505",656305
"Josh Lowe ","LAA","OF",297.0899963378906,391,437.5,30.1266671868934,-25.85032301116273,5.276344175730657,"Josh Lowe","19953",666139
"Colson Montgomery ","CHW","3B/SS",254.75,465,500.7,27.9308205283066,-23.77630580920501,5.154514719101611,"Colson Montgomery","29712",695657
"Heliot Ramos ","SFG","OF",218.8000030517578,443,490,29.9858828685485,-25.85032301116273,5.135559857385726,"Heliot Ramos","22515",671218
"Adolis García ","PHI","OF/DH",213.99000549316406,477,524.6,29.9411688644074,-25.85032301116273,5.090845853244665,"Adolis Garcia","19287",666969
"Isaac Collins ","KCR","OF",666.1699829101562,359,403,29.8332719985121,-25.85032301116273,4.982948987349315,"Isaac Collins","25477",686555
"Spencer Steer ","CIN","1B/OF/DH",335.70001220703125,338,380.3,29.6304388811457,-25.85032301116273,4.780115869982986,"Spencer Steer","26323",668715
"Luis Arraez ","SFG","1B/2B/DH",280.04998779296875,475,509.2,27.6270568802818,-23.899593341934043,4.7274635383477435,"Luis Arraez","18568",650333
"Jake McCarthy ","COL","OF",506.760009765625,225,264.1,29.5700101489598,-25.85032301116273,4.719687137797128,"Jake McCarthy","21622",664983
"Eugenio Suárez ","CIN","3B/DH",97.91999816894531,370,416.8,30.2705296481738,-26.589724226065826,4.680805422108026,"Eugenio Suarez","12552",553993
"Matt McLain ","CIN","2B/SS",144.3000030517578,472,504.6,27.3628230065763,-23.77630580920501,4.5865171973712595,"Matt McLain","29695",680574
"JJ Bleday ","CIN","OF",748.5800170898438,284,323.6,29.3986064557871,-25.85032301116273,4.548283444624383,"JJ Bleday","26368",668709
"Jonathan Aranda ","TBR","1B/DH",195.60000610351562,470,515.7,29.6424274395208,-26.17174546743501,4.470681972085743,"Jonathan Aranda","21837",666018
"Jorge Polanco ","NYM","2B/3B/DH",209.42999267578125,308,335.7,27.2307870491433,-23.899593341934043,4.33119370720925,"Jorge Polanco","13152",593871
"Owen Caissie ","MIA","OF",528.5,332,371.4,29.1539754705317,-25.85032301116273,4.303652459368967,"Owen Caissie","27496",683357
"Joc Pederson ","TEX","1B/DH",999,324,364.8,29.4316559468162,-26.17174546743501,4.259910479381236,"Joc Pederson","11899",592626
"Spencer Horwitz ","PIT","1B",738.1500244140625,380,421.2,29.2560400639231,-26.17174546743501,4.084294596488073,"Spencer Horwitz","26477",687462
"Starling Marte ","KCR","OF/DH",999,193,227.3,28.8779150451347,-25.85032301116273,4.027592033971972,"Starling Marte","9241",516782
"Marcell Ozuna ","PIT","DH",377.510009765625,375,418,29.589937066725,-26.589724226065826,4.000212840659241,"Marcell Ozuna","10324",542303
"Will Benson ","CIN","OF",999,230,264.8,28.8027436728493,-25.85032301116273,3.9524206616866464,"Will Benson","21853",666181
"Jung Hoo Lee ","SFG","OF",339.44000244140625,437,476.9,28.7813587427762,-25.85032301116273,3.9310357316134357,"Jung Hoo Lee","33824",808982
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,472,512.5,28.7322705422311,-25.85032301116273,3.8819475310683957,"Jose Altuve","5417",514888
"Anthony Volpe ","NYY","SS",641.989990234375,311,335.3,26.6282819762318,-23.77630580920501,3.8519761670268036,"Anthony Volpe","27647",683011
"Nolan Gorman ","STL","1B/2B/3B/DH",653.1400146484375,432,459.8,26.7057214739829,-23.899593341934043,3.8061281320488547,"Nolan Gorman","22263",669357
"Garrett Mitchell ","MIL","OF",691.1699829101562,390,427.6,28.5882460583191,-25.85032301116273,3.737923047156376,"Garrett Mitchell","27555",669003
"Addison Barger ","TOR","3B/OF",193.08999633789062,319,354.3,28.5001140875574,-25.85032301116273,3.649791076394689,"Addison Barger","24598",680718
"Zack Gelof ","ATH","2B/OF",999,286,320.3,28.4711147795651,-25.85032301116273,3.6207917684024187,"Zack Gelof","29766",680869
"Lane Thomas ","KCR","OF",726.6699829101562,327,361.8,28.3784466216639,-25.85032301116273,3.5281236105012,"Lane Thomas","16939",657041
"Daulton Varsho ","TOR","OF",192.2100067138672,465,503.1,28.3468552226828,-25.85032301116273,3.4965322115200514,"Daulton Varsho","19918",662139
"Evan Carter ","TEX","OF",280.4800109863281,389,425.1,28.332598570738,-25.85032301116273,3.4822755595752506,"Evan Carter","27790",694497
"Xavier Edwards ","MIA","2B/SS",182.42999267578125,461,486.3,26.1455003049591,-23.77630580920501,3.369194495754154,"Xavier Edwards","22266",669364
"Curtis Mead ","WSN","1B/2B/3B/DH",999,193,212,26.2256938684867,-23.899593341934043,3.3261005265526444,"Curtis Mead","23986",678554
"Dylan Beavers ","BAL","OF/DH",505.0400085449219,284,315.2,27.9424850254705,-25.85032301116273,3.09216201430783,"Dylan Beavers","31695",687637
"Otto Lopez ","MIA","2B/SS",229.16000366210938,466,489.6,25.8289380810895,-23.77630580920501,3.0526322718845034,"Otto Lopez","19608",672640
"Jordan Westburg ","BAL","2B/3B/DH",646.8400268554688,182,214.4,28.596670405864,-26.589724226065826,3.0069461797981254,"Jordan Westburg","27815",676059
"Kyle Manzardo ","CLE","1B/DH",253.4600067138672,388,423.1,28.1636249778186,-26.17174546743501,2.9918795103835443,"Kyle Manzardo","29794",700932
"Romy Gonzalez ","BOS","1B/2B/DH",999,145,160.2,25.7769336964485,-23.899593341934043,2.877340354514462,"Romy Gonzalez","21562",663853
"Jackson Holliday ","BAL","2B/SS",203.14999389648438,332,351,25.6176805683343,-23.77630580920501,2.8413747591293426,"Jackson Holliday","31781",702616
"Davis Schneider ","TOR","2B/OF",999,227,244,25.7302756121048,-23.899593341934043,2.8306822701707435,"Davis Schneider","23565",676914
"Bryson Stott ","PHI","2B/SS",181.44000244140625,450,471.9,25.6042339817033,-23.77630580920501,2.8279281724983028,"Bryson Stott","26294",681082
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,445,478.1,27.5676002041453,-25.85032301116273,2.7172771929825297,"Ceddanne Rafaela","24262",678882
"Mark Vientos ","NYM","1B/3B/DH",652.5700073242188,373,408.4,28.2812422606752,-26.589724226065826,2.691518034609353,"Mark Vientos","22184",668901
"Matt Shaw ","CHC","2B/3B/OF/DH",336.67999267578125,225,240.8,25.5310066577247,-23.899593341934043,2.631413315790608,"Matt Shaw","33322",807713
"Lourdes Gurriel Jr. ","ARI","OF/DH",689.0700073242188,463,495.4,27.3675212163473,-25.85032301116273,2.5171982051846227,"Lourdes Gurriel Jr.","19238",666971
"Moisés Ballesteros ","CHC","DH",594.3599853515625,316,348.8,28.0798672034609,-26.589724226065826,2.4901429773950134,"Moises Ballesteros","28820",694208
"Brendan Donovan ","SEA","2B/3B/SS/OF",268.5799865722656,423,454,27.2998021674535,-25.85032301116273,2.4494791562908116,"Brendan Donovan","24679",680977
"Everson Pereira ","CHW","OF",999,248,274.2,27.2332171493966,-25.85032301116273,2.3828941382338824,"Everson Pereira","23695",677592
"Cam Smith ","HOU","OF",341.8699951171875,450,481.2,27.2163684224109,-25.85032301116273,2.3660454112482006,"Cam Smith","35108",701358
"Tyler Stephenson ","CIN","C/DH",294.75,359,389.4,27.4757420637139,-26.118931097220212,2.3568109664935974,"Tyler Stephenson","17988",663886
"Alex Bregman ","CHC","3B",119.16999816894531,514,551,27.9418370306323,-26.589724226065826,2.3521128045665067,"Alex Bregman","17678",608324
"Yainer Diaz ","HOU","C/DH",113.04000091552734,227,253.8,27.4290839474741,-26.118931097220212,2.3101528502538873,"Yainer Diaz","23003",673237
"Tyler Freeman ","COL","2B/OF/DH",745.8599853515625,230,255.2,27.1386048953447,-25.85032301116273,2.2882818841820085,"Tyler Freeman","22532",671289
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,214,238.6,27.1045833642143,-25.85032301116273,2.2542603530515457,"Noelvi Marte","26517",682622
