Name,Team,POS,ADP,PA,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Yandy Díaz ","TBR","1B/DH",138.63999938964844,651,792.6,12.362721170392,1.22286719427743,14.585588364669459,"Yandy Diaz","16578",650490
"Jeremy Peña ","HOU","SS",122.9800033569336,623,729.7,6.29916819647656,7.050869154030602,14.350037350507165,"Jeremy Pena","21636",665161
"Jacob Wilson ","ATH","SS",196.44000244140625,616,729.3,6.26060824115755,7.050869154030602,14.311477395188147,"Jacob Wilson","33266",805779
"Michael Harris II ","ATL","OF",99.06999969482422,574,720.2,7.73331112906663,5.2192712530485075,13.952582382115141,"Michael Harris II","25931",671739
"Will Smith ","LAD","C",95.69000244140625,500,640.3,6.71925614966363,6.10501259796492,13.824268747628548,"Will Smith","19197",669257
"Drake Baldwin ","ATL","C/DH",78.62999725341797,571,702.4,6.28854025637999,6.10501259796492,13.393552854344907,"Drake Baldwin","31539",686948
"Matt Wallner ","MIN","OF/DH",340.5899963378906,476,621.2,7.04719539525753,5.2192712530485075,13.266466648306043,"Matt Wallner","26466",670242
"Iván Herrera ","STL","C/DH",178.42999267578125,594,719.6,5.86782360269062,6.10501259796492,12.972836200655541,"Ivan Herrera","20599",671056
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,581,716.2,6.71503491818733,5.2192712530485075,12.934306171235848,"Tyler Soderstrom","27467",691016
"Ezequiel Tovar ","COL","SS",209.22999572753906,651,713.1,4.69893005073735,7.050869154030602,12.749799204767944,"Ezequiel Tovar","24064",678662
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,644,728.8,6.21240829700877,5.2192712530485075,12.43167955005728,"Bryan Reynolds","19326",668804
"Matt Chapman ","SFG","3B",163.6199951171875,672,760.9,9.30684471135994,2.063641875254538,12.370486586614446,"Matt Chapman","16505",656305
"Alejandro Kirk ","TOR","C/DH",160.25,495,618.7,5.08893046078607,6.10501259796492,12.193943058750987,"Alejandro Kirk","22581",672386
"Salvador Perez ","KCR","C/1B/DH",91.13999938964844,618,715.3,4.91100980499194,6.10501259796492,12.016022402956859,"Salvador Perez","7304",521692
"Munetaka Murakami ","CHW","1B",999,588,753.3,9.65879411633703,1.22286719427743,11.881661310614504,"Munetaka Murakami","37120",808959
"Brandon Lowe ","PIT","2B/DH",187.57000732421875,546,655.2,3.9980250204828,6.591712295277061,11.589737315759864,"Brandon Lowe","18882",664040
"Mickey Moniak ","COL","OF/DH",245.8300018310547,483,608.9,5.22880011150864,5.2192712530485075,11.448071364557142,"Mickey Moniak","19956",666160
"Jung Hoo Lee ","SFG","OF",339.44000244140625,616,716.1,4.98812971562997,5.2192712530485075,11.207400968678483,"Jung Hoo Lee","33824",808982
"Brice Turang ","MIL","2B",48.18000030517578,651,701.1,3.54213139116682,6.591712295277061,11.133843686443885,"Brice Turang","22186",668930
"Brandon Nimmo ","TEX","OF",145.4600067138672,630,714.8,4.86280986084317,5.2192712530485075,11.082081113891675,"Brandon Nimmo","12927",607043
"Andy Pages ","LAD","OF",133.4199981689453,609,712.7,4.66037009541833,5.2192712530485075,10.879641348466837,"Andy Pages","24816",681624
"Heliot Ramos ","SFG","OF",218.8000030517578,637,712.3,4.62181014009931,5.2192712530485075,10.841081393147817,"Heliot Ramos","22515",671218
"Samuel Basallo ","BAL","C/DH",160.94000244140625,445,557.7,3.72765625812965,6.10501259796492,10.832668856094566,"Samuel Basallo","28824",694212
"Kyle Stowers ","MIA","OF/DH",164.42999267578125,483,602.3,4.59256084874485,5.2192712530485075,10.811832101793357,"Kyle Stowers","26151",669065
"Trevor Story ","BOS","SS",111.33000183105469,665,691,2.56849251936164,7.050869154030602,10.619361673392243,"Trevor Story","12564",596115
"Steven Kwan ","CLE","OF",169.60000610351562,665,709.1,4.31333049754717,5.2192712530485075,10.53260175059568,"Steven Kwan","24610",680757
"Wilyer Abreu ","BOS","OF",199.89999389648438,518,632.1,4.30189423156603,5.2192712530485075,10.521165484614544,"Wilyer Abreu","23772",677800
"Adley Rutschman ","BAL","C/DH",148.92999267578125,566,665.1,3.144736321231,6.10501259796492,10.249748919195918,"Adley Rutschman","26288",668939
"Lawrence Butler ","ATH","OF",157.22000122070312,581,687.3,3.92907814638835,5.2192712530485075,10.148349399436848,"Lawrence Butler","22542",671732
"Kerry Carpenter ","DET","OF/DH",236.22000122070312,497,608.5,3.92488684081137,5.2192712530485075,10.144158093859884,"Kerry Carpenter","25961",681481
"Michael Busch ","CHC","1B",106.45999908447266,602,745.4,7.81264644274799,1.22286719427743,10.03551363702542,"Michael Busch","26319",683737
"Spencer Torkelson ","DET","1B/DH",188.35000610351562,637,743.5,7.62948665498266,1.22286719427743,9.852353849260087,"Spencer Torkelson","27465",679529
"Nico Hoerner ","CHC","2B/SS",101.93000030517578,665,685.2,2.00937316723589,6.591712295277061,9.60108546251295,"Nico Hoerner","21479",663538
"Alex Bregman ","CHC","3B",119.16999816894531,672,729.9,6.31844817413607,2.063641875254538,9.382090049390609,"Alex Bregman","17678",608324
"Ozzie Albies ","ATL","2B",150.5,630,682,1.70089352468375,6.591712295277061,9.29260581996081,"Ozzie Albies","16556",645277
"Luke Keaschall ","MIN","2B/DH",114.8499984741211,567,650.9,1.685475527736,6.591712295277061,9.27718782301307,"Luke Keaschall","33321",807712
"Matt McLain ","CIN","2B/SS",144.3000030517578,623,681.1,1.61413362521596,6.591712295277061,9.205845920493022,"Matt McLain","29695",680574
"Luis García Jr. ","WSN","2B",261.8500061035156,490,575.5,1.37636718468157,6.591712295277061,8.968079479958632,"Luis Garcia Jr.","20391",671277
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,623,677.9,1.30565398266383,6.591712295277061,8.897366277940884,"Jose Altuve","5417",514888
"Giancarlo Stanton ","NYY","OF/DH",251.4600067138672,413,515.8,2.58073708789856,5.2192712530485075,8.80000834094707,"Giancarlo Stanton","4949",519317
"Jackson Holliday ","BAL","2B/SS",203.14999389648438,490,573.3,1.16428743042698,6.591712295277061,8.755999725704037,"Jackson Holliday","31781",702616
"Luis Robert Jr. ","NYM","OF",105.63999938964844,567,659.7,2.53379454475438,5.2192712530485075,8.753065797802897,"Luis Robert Jr.","20043",673357
"Trent Grisham ","NYY","OF",253.82000732421875,546,639.6,2.49418676304113,5.2192712530485075,8.713458016089639,"Trent Grisham","18564",663757
"Alec Burleson ","STL","1B/OF/DH",175.19000244140625,602,689.8,2.45281265340459,5.2192712530485075,8.672083906453096,"Alec Burleson","27615",676475
"Yainer Diaz ","HOU","C/DH",113.04000091552734,517,602.6,1.54847990645838,6.10501259796492,8.653492504423307,"Yainer Diaz","23003",673237
"Francisco Alvarez ","NYM","C",165.25,438,528.3,1.526176199871,6.10501259796492,8.631188797835915,"Francisco Alvarez","26121",682626
"Colt Keith ","DET","1B/2B/3B/DH",502.489990234375,497,577.6,0.946130292417288,6.591712295277061,8.537842587694351,"Colt Keith","27899",690993
"Masyn Winn ","STL","SS",364.7799987792969,644,667.7,0.322375122028883,7.050869154030602,8.373244276059486,"Masyn Winn","27479",691026
"Colton Cowser ","BAL","OF",251.72000122070312,504,596.6,2.14505151238149,5.2192712530485075,8.364322765430002,"Colton Cowser","29591",681297
"Jordan Westburg ","BAL","2B/3B/DH",646.8400268554688,427,510.1,0.765904409224326,6.591712295277061,8.357616704501387,"Jordan Westburg","27815",676059
"Tyler O'Neill ","BAL","OF/DH",477.6400146484375,434,530.3,2.08050549514558,5.2192712530485075,8.299776748194088,"Tyler O'Neill","15711",641933
"Luis Arraez ","SFG","1B/2B/DH",280.04998779296875,623,670.2,0.563374842772741,6.591712295277061,8.155087138049801,"Luis Arraez","18568",650333
"Jorge Polanco ","NYM","2B/3B/DH",209.42999267578125,539,612.4,0.504786459037076,6.591712295277061,8.096498754314135,"Jorge Polanco","13152",593871
"Brandon Marsh ","PHI","OF",609.72998046875,497,587,1.8522892424142,5.2192712530485075,8.071560495462705,"Brandon Marsh","20202",669016
"Josh Lowe ","LAA","OF",297.0899963378906,511,600.1,1.84977446373377,5.2192712530485075,8.06904571678228,"Josh Lowe","19953",666139
"Ramón Laureano ","SDP","OF/DH",224.47999572753906,553,637.5,1.65907033992717,5.2192712530485075,7.878341592975677,"Ramon Laureano","17128",657656
"Adolis García ","PHI","OF/DH",213.99000549316406,609,681.1,1.61413362521596,5.2192712530485075,7.833404878264469,"Adolis Garcia","19287",666969
"Gabriel Moreno ","ARI","C/DH",181.22000122070312,443,524.7,0.727224703650468,6.10501259796492,7.832237301615388,"Gabriel Moreno","22664",672515
"Cody Bellinger ","NYY","1B/OF",80.98999786376953,616,680.6,1.56593368106719,5.2192712530485075,7.785204934115698,"Cody Bellinger","15998",641355
"Jac Caglianone ","KCR","1B/OF/DH",164.58999633789062,455,544.1,1.51279398058431,5.2192712530485075,7.732065233632823,"Jac Caglianone","35041",695506
"Bryson Stott ","PHI","2B/SS",181.44000244140625,609,660.3,-0.390984051372937,7.050869154030602,7.6598851026576655,"Bryson Stott","26294",681082
"Agustín Ramírez ","MIA","C/DH",86.8499984741211,493,568.8,0.459340794078409,6.10501259796492,7.564353392043327,"Agustin Ramirez","26546",682663
"Willi Castro ","COL","2B/3B/SS/OF",256.3399963378906,553,631.4,1.07103102131216,5.2192712530485075,7.2903022743606645,"Willi Castro","17338",650489
"Willson Contreras ","BOS","1B/DH",168.1999969482422,609,716.4,5.01704968211924,1.22286719427743,7.239916876396666,"Willson Contreras","11609",575929
"JJ Wetherholt ","STL","2B",999,588,649.2,-0.376434255437174,6.591712295277061,7.215278039839887,"JJ Wetherholt","34985",802139
"Josh Naylor ","SEA","1B/DH",67.45999908447266,623,714.5,4.8338898943539,1.22286719427743,7.056757088631335,"Josh Naylor","18839",647304
"Xander Bogaerts ","SDP","SS/DH",237.1999969482422,609,652,-1.19110312424254,7.050869154030602,6.859766029788057,"Xander Bogaerts","12161",593428
"Addison Barger ","TOR","3B/OF",193.08999633789062,518,594,0.62905848742964,5.2192712530485075,6.848329740478149,"Addison Barger","24598",680718
"Ryan Jeffers ","MIN","C/DH",298.05999755859375,523,587.9,-0.410892729534745,6.10501259796492,6.694119868430176,"Ryan Jeffers","24618",680777
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,609,668.6,0.409135021496672,5.2192712530485075,6.6284062745451795,"Ceddanne Rafaela","24262",678882
"Eugenio Suárez ","CIN","3B",97.91999816894531,609,701.3,3.56141136882634,2.063641875254538,6.625053244080872,"Eugenio Suarez","12552",553993
"Jesús Sánchez ","TOR","OF",617.4299926757812,420,499.5,0.376742250959488,5.2192712530485075,6.5960135040079955,"Jesus Sanchez","19913",660821
"Ryan O'Hearn ","PIT","1B/OF/DH",285.44000244140625,546,615.9,0.209509410389357,5.2192712530485075,6.428780663437865,"Ryan O'Hearn","16442",656811
"Jake Burger ","TEX","1B/DH",236.72000122070312,595,701,3.98440330068644,1.22286719427743,6.207270494963872,"Jake Burger","22275",669394
"Konnor Griffin ","PIT","SS",999,469,521.7,-1.91191683265889,7.050869154030602,6.1389523213717085,"Konnor Griffin","35376",804606
"Kazuma Okamoto ","TOR","3B",999,560,657.2,2.92547148169965,2.063641875254538,5.9891133569541894,"Kazuma Okamoto","37123",672960
"Anthony Volpe ","NYY","SS",641.989990234375,469,516,-2.46139619595489,7.050869154030602,5.589472958075713,"Anthony Volpe","27647",683011
"Royce Lewis ","MIN","3B/DH",193.64999389648438,574,663.4,2.25779747376618,2.063641875254538,5.321439349020717,"Royce Lewis","20437",668904
"Brett Baty ","NYM","2B/3B",292.9200134277344,434,482.9,-2.48884921015797,6.591712295277061,5.102863085119092,"Brett Baty","26123",683146
"Otto Lopez ","MIA","2B/SS",229.16000366210938,609,633.1,-3.01306101306611,7.050869154030602,5.037808140964491,"Otto Lopez","19608",672640
"Jorge Soler ","LAA","OF/DH",634.8099975585938,511,568.6,-1.18682201763884,5.2192712530485075,5.032449235409672,"Jorge Soler","14221",624585
"Marcus Semien ","NYM","2B",266.25,644,637.5,-2.58890150455692,6.591712295277061,5.00281079072014,"Marcus Semien","12533",543760
"Marcelo Mayer ","BOS","2B/3B",589.5399780273438,462,508,-2.59991864464611,6.591712295277061,4.991793650630946,"Marcelo Mayer","29668",691785
"Austin Wells ","NYY","C",246.13999938964844,461,511.1,-2.21069661125385,6.10501259796492,4.894315986711064,"Austin Wells","27562",669224
"Jonathan India ","KCR","2B/3B/OF/DH",607.719970703125,497,552.7,-1.45422692619153,5.2192712530485075,4.765044326856975,"Jonathan India","21523",663697
"Edouard Julien ","COL","1B/2B/DH",746.0499877929688,378,426.6,-2.85474965979669,6.591712295277061,4.736962635480369,"Edouard Julien","27534",666397
"Jake McCarthy ","COL","OF",506.760009765625,350,414.5,-1.49048167744049,5.2192712530485075,4.728789575608023,"Jake McCarthy","21622",664983
"Max Muncy ","LAD","3B",234.3699951171875,455,544.6,1.56099392473309,2.063641875254538,4.624635799987625,"Max Muncy","13301",571970
"Evan Carter ","TEX","OF",280.4800109863281,476,530.1,-1.73483442864865,5.2192712530485075,4.484436824399859,"Evan Carter","27790",694497
"Carlos Correa ","HOU","3B/SS",281.2300109863281,567,647.8,1.38663587401362,2.063641875254538,4.450277749268162,"Carlos Correa","14162",621043
"Kevin McGonigle ","DET","3B/SS",999,546,626.3,1.2120682486838,2.063641875254538,4.275710123938344,"Kevin McGonigle","33572",805808
"Joey Ortiz ","MIL","SS",743.4400024414062,630,625,-3.79390010827621,7.050869154030602,4.25696904575439,"Joey Ortiz","25493",687401
"Lars Nootbaar ","STL","OF",745.989990234375,497,546.6,-2.04226624480655,5.2192712530485075,4.177005008241959,"Lars Nootbaar","21454",663457
"Daulton Varsho ","TOR","OF",192.2100067138672,595,638.2,-2.06950968439927,5.2192712530485075,4.149761568649239,"Daulton Varsho","19918",662139
"Jordan Lawlar ","ARI","2B/3B/DH",261.6499938964844,518,551.6,-3.45829677638619,6.591712295277061,4.133415518890869,"Jordan Lawlar","29976",691783
"Tyler Stephenson ","CIN","C/DH",294.75,450,492.2,-3.0384483237088,6.10501259796492,4.0665642742561126,"Tyler Stephenson","17988",663886
"Colson Montgomery ","CHW","3B/SS",254.75,602,622.9,-3.99633987370105,7.050869154030602,4.05452928032955,"Colson Montgomery","29712",695657
"Jake Cronenworth ","SDP","1B/2B/SS",738.2999877929688,630,622.6,-4.02525984019032,7.050869154030602,4.025609313840286,"Jake Cronenworth","18036",630105
"Jonathan Aranda ","TBR","1B/DH",195.60000610351562,609,682.3,1.72981349117301,1.22286719427743,3.952680685450444,"Jonathan Aranda","21837",666018
"Xavier Edwards ","MIA","2B/SS",182.42999267578125,602,621.8,-4.10237975082835,7.050869154030602,3.948489403202252,"Xavier Edwards","22266",669364
"Alec Bohm ","PHI","1B/3B",239.8699951171875,609,671.6,0.698334686389302,2.063641875254538,3.761976561643839,"Alec Bohm","21618",664761
"Isaac Collins ","KCR","OF",666.1699829101562,448,495.3,-2.55884391064668,5.2192712530485075,3.6604273424018348,"Isaac Collins","25477",686555
"Brendan Donovan ","SEA","2B/SS/OF",268.5799865722656,560,600.3,-2.55968216243056,5.2192712530485075,3.6595890906179513,"Brendan Donovan","24679",680977
"Jordan Beck ","COL","OF/DH",232.9199981689453,581,619.9,-2.56827432486607,5.2192712530485075,3.650996928182438,"Jordan Beck","31431",687597
"Carter Jensen ","KCR","C/DH",999,401,441.7,-3.4779060789109,6.10501259796492,3.6271065190540224,"Carter Jensen","29478",695600
"Isaac Paredes ","HOU","3B/DH",243.60000610351562,497,573.5,0.550890750397365,2.063641875254538,3.614532625651903,"Isaac Paredes","20036",670623
"Daylen Lile ","WSN","OF/DH",206.50999450683594,553,592.6,-2.66928464463252,5.2192712530485075,3.5499866084159883,"Daylen Lile","29995",695734
"J.T. Realmuto ","PHI","C",212.27000427246094,500,533.5,-3.57625192051399,6.10501259796492,3.5287606774509346,"J.T. Realmuto","11739",592663
"Nolan Schanuel ","LAA","1B",594.6599731445312,616,677.9,1.30565398266383,1.22286719427743,3.5285211769412537,"Nolan Schanuel","33189",694384
"Caleb Durbin ","BOS","2B/3B",219.8300018310547,560,584.4,-4.09244038636149,6.591712295277061,3.4992719089155666,"Caleb Durbin","29646",702332
"TJ Friedl ","CIN","OF",265.1499938964844,623,635.9,-2.74314132583299,5.2192712530485075,3.4761299272155175,"TJ Friedl","19522",670770
"Owen Caissie ","MIA","OF",528.5,420,467,-2.75625411871066,5.2192712530485075,3.4630171343378424,"Owen Caissie","27496",683357
"Chase DeLauter ","CLE","DH/OF",999,497,538.9,-2.78454538469763,5.2192712530485075,3.434725868350878,"Chase DeLauter","32127",800050
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,504,544.9,-2.83882271260149,5.2192712530485075,3.3804485404470177,"Noelvi Marte","26517",682622
"Andrés Giménez ","TOR","2B/SS",412.2200012207031,595,610.6,-4.73014660141146,7.050869154030602,3.3207225526191397,"Andres Gimenez","19950",665926
"Andrew Vaughn ","MIL","1B/DH",272.2699890136719,560,638.2,1.09387360404633,1.22286719427743,3.3167407983237602,"Andrew Vaughn","26197",683734
"Marcell Ozuna ","PIT","DH",377.510009765625,525,605,1.0567806010135,1.22286719427743,3.2796477952909258,"Marcell Ozuna","10324",542303
"Jordan Walker ","STL","OF",511.7200012207031,532,570.1,-2.94025215825988,5.2192712530485075,3.279019094788626,"Jordan Walker","27475",691023
"Garrett Mitchell ","MIL","OF",691.1699829101562,378,424.8,-3.02826945873227,5.2192712530485075,3.191001794316239,"Garrett Mitchell","27555",669003
"Jakob Marsee ","MIA","OF",137.0800018310547,581,613.4,-3.1948735988001,5.2192712530485075,3.0243976542484075,"Jakob Marsee","31370",805300
"Sean Murphy ","ATL","C/DH",746.0599975585938,383,417.7,-4.16462056399419,6.10501259796492,2.9403920339707224,"Sean Murphy","19352",669221
"Sal Stewart ","CIN","1B/3B",161.8699951171875,504,571.4,-0.284225672716595,2.063641875254538,2.7794162025379423,"Sal Stewart","31505",701398
"Logan O'Hoppe ","LAA","C/DH",246.50999450683594,452,480.1,-4.38565173144883,6.10501259796492,2.719360866516093,"Logan O'Hoppe","24729",681351
"Brenton Doyle ","COL","OF",166.25,595,623.3,-3.50586802003267,5.2192712530485075,2.713403233015845,"Brenton Doyle","25479",686668
