PlayerIdKey,MLBAMIDKey,NameKey,Display_Name,Display_Team,Display_POS,Player_Type,Preseason_POS,ROS_POS,Preseason_PA,ROS_PA,Preseason_IP,ROS_IP,Preseason_Value,ROS_Value,Projection_Change,Clipped_Projection_Change,YTD_Value,YTD_ROS_Gap,Banked_Value_Signal,Skill_Score,Skill_Adjustment,Sample_Confidence,Confidence_Label,Role_Change,Stock_Label,MLB_Stock_Change,YTD_PA,YTD_G,YTD_IP,YTD_GS,YTD_SV,YTD_wRC+,YTD_xwOBA,YTD_xERA,YTD_FIP,YTD_xFIP,SC_xwOBA,SC_xwOBA_Allowed,SC_Whiff%
21448,663436,davis martin,Davis Martin ,CHW,SP,pitcher,SP,SP,,,148.000,109.000,-12.439,-1.101,11.338,8.000,12.342,13.443,1.613,0.531,0.125,1.000,High,STABLE_SP,Projection Riser,9.738,,8.000,50.000,8.000,0.000,,,3.900,2.326,3.043,,0.314,26.100
19956,666160,mickey moniak,Mickey Moniak ,COL,OF/DH,hitter,OF/DH,OF/DH,483.000,391.000,,,11.448,18.928,7.480,7.480,37.844,18.916,2.073,0.544,0.162,0.913,High,STABLE,"Banked Production, Projection Skeptical",9.715,137.000,,,,,175.346,0.344,,,,0.344,,29.200
19611,665489,vladimir guerrero jr,Vladimir Guerrero Jr. ,TOR,1B/DH,hitter,1B/DH,1B/DH,679.000,499.000,,,42.233,51.404,9.171,9.171,10.248,-41.155,0.000,0.542,0.169,1.000,High,STABLE,Projection Riser,9.339,181.000,,,,,115.031,0.367,,,,0.367,,20.200
24995,681895,evan sisk,Evan Sisk ,PIT,RP,pitcher,RP,RP,,,40.000,41.000,-9.995,-0.532,9.463,8.000,1.213,1.745,0.281,0.824,1.043,0.805,High,STABLE_RP,Skills-Backed Riser,9.324,,13.000,16.100,0.000,0.000,,,1.946,1.943,3.233,,,
21711,665833,oneil cruz,Oneil Cruz ,PIT,OF,hitter,OF,OF,560.000,432.000,,,14.746,23.350,8.605,8.605,24.568,1.218,0.244,0.611,0.446,1.000,High,STABLE,Skills-Backed Riser,9.294,189.000,,,,,123.826,0.364,,,,0.364,,36.600
20023,670329,rico garcia,Rico Garcia ,BAL,RP,pitcher,RP,RP,,,56.000,48.000,-5.683,1.290,6.972,6.972,7.658,6.368,1.210,0.777,1.051,0.950,High,STABLE_RP,Skills-Backed Riser,9.234,,20.000,19.000,0.000,3.000,,,1.841,2.580,2.783,,,
23499,676775,keaton winn,Keaton Winn ,SFG,RP,pitcher,RP,RP,,,58.000,52.000,-5.407,3.107,8.514,8.514,4.693,1.586,0.287,0.611,0.400,0.905,High,STABLE_RP,Skills-Backed Riser,9.202,,19.000,18.100,0.000,0.000,,,1.668,2.452,3.831,,,
37123,672960,kazuma okamoto,Kazuma Okamoto ,TOR,3B,hitter,3B,3B,560.000,442.000,,,5.989,14.860,8.871,8.871,13.392,-1.468,0.000,0.581,0.323,1.000,High,STABLE,Skills-Backed Riser,9.194,177.000,,,,,120.541,0.364,,,,0.364,,31.400
18525,656302,dylan cease,Dylan Cease ,TOR,SP,pitcher,SP,SP,,,172.000,126.000,19.351,25.044,5.693,5.693,36.251,11.206,2.241,0.814,1.258,1.000,High,STABLE_SP,Skills-Backed Riser,9.192,,9.000,52.100,9.000,0.000,,,2.889,1.864,2.556,,0.272,36.100
13543,605483,blake snell,Blake Snell ,LAD,SP,pitcher,SP,SP,,,125.000,105.000,19.356,28.271,8.915,8.915,2.930,-25.341,0.000,0.500,0.000,0.000,Low,STABLE,Projection Riser,8.915,,,,,,,,,,,,,
18882,664040,brandon lowe,Brandon Lowe ,PIT,2B/DH,hitter,2B/DH,2B/DH,546.000,406.000,,,11.590,18.013,6.423,6.423,28.349,10.335,2.067,0.605,0.421,1.000,High,STABLE,Skills-Backed Riser,8.912,166.000,,,,,151.462,0.373,,,,0.373,,34.000
17677,605488,jeffrey springs,Jeffrey Springs ,ATH,SP,pitcher,SP,SP,,,163.000,121.000,-19.194,-11.614,7.581,7.581,1.773,13.387,1.606,0.427,-0.293,1.000,High,STABLE_SP,Projection Riser,8.894,,9.000,49.000,9.000,0.000,,,3.584,4.208,4.272,,0.302,24.800
14344,621566,matt olson,Matt Olson ,ATL,1B,hitter,1B,1B,686.000,504.000,,,26.963,32.187,5.223,5.223,44.841,12.655,2.531,0.784,1.136,1.000,High,STABLE,Skills-Backed Riser,8.890,190.000,,,,,176.500,0.403,,,,0.403,,24.700
22361,670059,colin holderman,Colin Holderman ,CLE,RP,pitcher,RP,RP,,,42.000,38.000,-10.638,-1.395,9.242,8.000,0.048,1.444,0.205,0.737,0.674,0.710,Medium,STABLE_RP,Skills-Backed Riser,8.879,,10.000,14.200,0.000,0.000,,,3.061,2.493,2.756,,,
19959,666200,jesus luzardo,Jesús Luzardo ,PHI,SP,pitcher,SP,SP,,,178.000,137.000,22.148,29.889,7.741,7.741,17.949,-11.940,0.000,0.782,1.128,1.000,High,STABLE_SP,Skills-Backed Riser,8.869,,8.000,43.200,8.000,0.000,,,3.204,2.946,2.391,,0.286,33.800
26213,668873,caleb kilian,Caleb Kilian ,SFG,RP,pitcher,RP,RP,,,59.000,46.000,-4.917,4.996,9.913,9.913,0.139,-4.857,0.000,0.221,-1.066,0.955,High,STABLE_RP,Projection Riser,8.847,,18.000,19.100,0.000,2.000,,,3.339,4.503,4.684,,,
34985,802139,jj wetherholt,JJ Wetherholt ,STL,2B,hitter,2B,2B,588.000,461.000,,,7.215,15.398,8.182,8.182,20.113,4.715,0.566,0.514,0.056,1.000,High,STABLE,Projection Riser,8.804,193.000,,,,,128.938,0.360,,,,0.360,,24.000
25764,677951,bobby witt jr,Bobby Witt Jr. ,KCR,SS,hitter,SS,SS,679.000,499.000,,,49.102,56.944,7.842,7.842,34.799,-22.144,0.000,0.738,0.954,1.000,High,STABLE,Skills-Backed Riser,8.795,193.000,,,,,141.823,0.398,,,,0.398,,24.100
31553,689254,mason fluharty,Mason Fluharty ,TOR,RP,pitcher,RP,RP,,,42.000,42.000,-9.984,-0.301,9.683,8.000,-38.256,-37.955,0.000,0.778,0.778,0.700,Medium,STABLE_RP,Skills-Backed Riser,8.778,,21.000,14.000,0.000,0.000,,,1.588,2.606,3.183,,,
21924,666661,juan morillo,Juan Morillo ,ARI,RP,pitcher,RP,RP,,,54.000,47.000,-7.102,-0.251,6.851,6.851,4.846,5.097,0.928,0.773,0.994,0.910,High,STABLE_RP,Skills-Backed Riser,8.772,,20.000,18.200,0.000,1.000,,,1.944,2.517,3.100,,,
15890,622663,luis severino,Luis Severino ,ATH,SP,pitcher,SP,SP,,,172.000,127.000,-11.364,-3.109,8.256,8.000,12.662,15.771,1.892,0.218,-1.130,1.000,High,STABLE_SP,"Banked Production, Projection Skeptical",8.763,,9.000,48.200,9.000,0.000,,,4.581,4.421,4.472,,0.337,22.600
22630,672456,keider montero,Keider Montero ,DET,SP,pitcher,SP/RP,SP,,,54.000,80.000,-88.228,-5.830,82.398,8.000,4.672,10.502,1.235,0.371,-0.506,0.980,High,STABLE_SP,Projection Riser,8.729,,7.000,39.200,7.000,0.000,,,3.316,3.232,4.552,,0.291,19.200
22100,667755,jose soriano,José Soriano ,LAA,SP,pitcher,SP,SP,,,175.000,127.000,12.194,18.565,6.371,6.371,28.269,9.704,1.941,0.598,0.392,1.000,High,STABLE_SP,Skills-Backed Riser,8.704,,9.000,54.100,9.000,0.000,,,3.757,3.162,3.103,,0.309,32.800
25931,671739,michael harris ii,Michael Harris II ,ATL,OF,hitter,OF,OF,574.000,442.000,,,13.953,21.670,7.717,7.717,17.778,-3.892,0.000,0.749,0.945,0.947,High,STABLE,Skills-Backed Riser,8.662,142.000,,,,,135.300,0.412,,,,0.412,,27.300
30249,676263,jack dreyer,Jack Dreyer ,LAD,RP,pitcher,RP,RP,,,52.000,43.000,-7.050,0.500,7.550,7.550,2.357,1.858,0.372,0.684,0.734,1.000,High,STABLE_RP,Skills-Backed Riser,8.655,,19.000,20.200,0.000,0.000,,,2.821,2.477,3.412,,,
19755,660271,shohei ohtani,Shohei Ohtani ,LAD,DH,hitter,DH,DH,679.000,494.000,,,59.064,67.134,8.069,8.069,17.341,-49.793,0.000,0.630,0.521,1.000,High,STABLE,Skills-Backed Riser,8.590,185.000,,,,,122.171,0.380,,,,0.380,,28.700
31204,680736,justin wrobleski,Justin Wrobleski ,LAD,SP,pitcher,SP/RP,SP,,,65.000,98.000,-78.310,-7.683,70.627,8.000,5.289,12.972,1.557,0.251,-0.996,1.000,High,STABLE_SP,Projection Riser,8.561,,7.000,44.200,6.000,0.000,,,4.082,3.576,4.850,,0.320,14.900
21504,663623,jake irvin,Jake Irvin ,WSN,SP,pitcher,SP,SP,,,137.000,92.000,-17.715,-10.205,7.510,7.510,10.966,21.171,2.400,0.158,-1.370,1.000,High,STABLE_SP,"Banked Production, Projection Skeptical",8.540,,9.000,42.200,9.000,0.000,,,5.741,4.653,4.505,,0.372,24.700
33482,801403,chase dollander,Chase Dollander ,COL,SP,pitcher,SP,SP,,,120.000,99.000,-13.763,-1.637,12.126,8.000,3.998,5.635,0.676,0.442,-0.231,1.000,High,STABLE_SP,Projection Riser,8.446,,9.000,43.000,2.000,0.000,,,3.418,3.827,3.623,,0.295,28.700
16502,642232,ryan yarbrough,Ryan Yarbrough ,NYY,RP,pitcher,SP/RP,RP,,,60.000,38.000,-83.683,-6.862,76.821,8.000,-1.713,5.149,0.470,0.484,-0.047,0.760,High,SP_TO_RP,Projection Riser,8.422,,9.000,15.200,0.000,0.000,,,2.217,3.489,4.453,,,
23772,677800,wilyer abreu,Wilyer Abreu ,BOS,OF,hitter,OF,OF,518.000,389.000,,,10.521,17.303,6.782,6.782,22.809,5.506,1.101,0.614,0.455,1.000,High,STABLE,Skills-Backed Riser,8.338,175.000,,,,,136.564,0.374,,,,0.374,,20.300
9073,489446,kirby yates,Kirby Yates ,LAA,RP,pitcher,RP,RP,,,48.000,43.000,-6.597,1.707,8.304,8.304,-6.376,-8.083,0.000,0.500,0.000,0.000,Low,STABLE_RP,Projection Riser,8.304,,,,,,,,,,,,,
21483,663556,shane mcclanahan,Shane McClanahan ,TBR,SP,pitcher,SP,SP,,,141.000,118.000,11.128,17.455,6.327,6.327,25.845,8.390,1.644,0.581,0.319,0.980,High,STABLE_SP,Skills-Backed Riser,8.290,,8.000,39.200,8.000,0.000,,,3.283,2.501,3.555,,0.290,28.100
14161,621439,byron buxton,Byron Buxton ,MIN,OF/DH,hitter,OF/DH,OF/DH,560.000,411.000,,,21.021,28.659,7.638,7.638,32.419,3.760,0.451,0.537,0.148,1.000,High,STABLE,Projection Riser,8.237,185.000,,,,,144.151,0.335,,,,0.335,,32.200
21537,663738,daniel lynch iv,Daniel Lynch IV ,KCR,RP,pitcher,RP,RP,,,59.000,45.000,-8.504,-2.432,6.071,6.071,3.671,6.103,1.044,0.821,1.098,0.855,High,STABLE_RP,Skills-Backed Riser,8.213,,17.000,17.100,0.000,1.000,,,2.313,2.414,3.123,,,
20348,676617,riley o brien,Riley O'Brien ,STL,RP,pitcher,RP,RP,,,63.000,48.000,6.917,13.396,6.479,6.479,7.791,-5.606,0.000,0.915,1.661,1.000,High,RP_CLOSER,Skills-Backed Riser,8.140,,20.000,20.000,0.000,12.000,,,2.432,2.056,2.039,,,
24719,681190,randy vasquez,Randy Vásquez ,SDP,SP,pitcher,SP,SP,,,139.000,112.000,-15.287,-8.207,7.081,7.081,4.648,12.855,1.543,0.362,-0.550,1.000,High,STABLE_SP,Projection Riser,8.073,,8.000,44.100,8.000,0.000,,,4.616,3.400,3.780,,0.339,25.300
19755,660271,shohei ohtani,Shohei Ohtani ,LAD,DH,hitter,DH,DH,679.000,494.000,,,59.064,67.134,8.069,8.069,17.341,-49.793,0.000,0.500,0.000,0.000,Low,STABLE,Projection Riser,8.069,,7.000,44.000,7.000,0.000,,,2.306,2.379,3.033,,0.244,32.300
24737,681402,gus varland,Gus Varland ,WSN,RP,pitcher,RP,RP,,,46.000,35.000,-11.639,-1.040,10.599,8.000,0.697,1.737,0.167,0.451,-0.156,0.800,High,STABLE_RP,Projection Riser,8.011,,17.000,16.000,0.000,4.000,,,4.589,2.731,3.763,,,
22200,669020,ryan rolison,Ryan Rolison ,CHC,RP,pitcher,RP,RP,,,36.000,43.000,-13.053,-3.042,10.011,8.000,-3.984,-0.942,0.000,0.500,0.000,0.000,Low,STABLE_RP,Projection Riser,8.000,,,,,,,,,,,,,
21446,663372,ryan feltner,Ryan Feltner ,COL,SP,pitcher,SP,SP,,,115.000,55.000,-19.658,-9.225,10.433,8.000,1.109,10.334,0.000,0.500,0.000,0.000,Low,STABLE,Projection Riser,8.000,,,,,,,,,,,,,
15038,608566,german marquez,Germán Márquez ,SDP,SP,pitcher,SP,SP,,,111.000,41.000,-17.243,-7.968,9.275,8.000,-2.213,5.755,0.000,0.500,0.000,0.000,Low,STABLE,Projection Riser,8.000,,,,,,,,,,,,,
16511,656756,jordan montgomery,Jordan Montgomery ,TEX,SP,pitcher,RP,SP,,,52.000,37.000,-12.279,-1.041,11.238,8.000,,,0.000,0.500,0.000,0.000,Low,RP_TO_SP,Role-Driven Riser,8.000,,,,,,,,,,,,,
30182,701542,will warren,Will Warren ,NYY,SP,pitcher,SP,SP,,,132.000,103.000,4.728,9.868,5.140,5.140,21.918,12.050,2.410,0.610,0.440,1.000,High,STABLE_SP,Stable,7.990,,9.000,47.100,9.000,0.000,,,3.177,3.085,2.832,,0.285,24.900
15042,641835,tim mayza,Tim Mayza ,PHI,RP,pitcher,RP,RP,,,48.000,45.000,-9.529,-0.940,8.589,8.000,-38.505,-37.564,0.000,0.491,-0.035,1.000,High,STABLE_RP,Stable,7.965,,18.000,20.000,0.000,0.000,,,2.735,4.206,3.380,,,
27702,687396,brent headrick,Brent Headrick ,NYY,RP,pitcher,RP,RP,,,42.000,44.000,-10.044,-0.329,9.716,8.000,0.510,0.839,0.101,0.457,-0.171,1.000,High,STABLE_RP,Stable,7.930,,22.000,21.200,0.000,0.000,,,3.702,3.291,3.842,,,
22543,671737,taj bradley,Taj Bradley ,MIN,SP,pitcher,SP,SP,,,145.000,97.000,1.400,8.079,6.680,6.680,20.909,12.830,1.540,0.426,-0.296,1.000,High,STABLE_SP,Stable,7.923,,8.000,47.000,8.000,0.000,,,3.836,3.489,3.900,,0.312,26.800
19566,663993,nathaniel lowe,Nathaniel Lowe ,CIN,1B/DH,hitter,1B/DH,1B/DH,161.000,190.000,,,-5.495,1.609,7.104,7.104,10.232,8.623,0.669,0.548,0.123,0.647,Medium,STABLE,Stable,7.896,97.000,,,,,130.752,0.366,,,,0.370,,25.100
25768,682928,cj abrams,CJ Abrams ,WSN,SS,hitter,SS,SS,630.000,468.000,,,15.275,19.571,4.296,4.296,35.190,15.619,3.124,0.614,0.457,1.000,High,STABLE,"YTD Breakout, Projection Skeptical",7.876,179.000,,,,,159.769,0.374,,,,0.374,,29.500
16256,607536,kyle freeland,Kyle Freeland ,COL,SP,pitcher,SP,SP,,,161.000,112.000,-29.673,-22.817,6.856,6.856,2.724,25.541,1.800,0.223,-0.831,0.750,High,STABLE_SP,"Banked Production, Projection Skeptical",7.825,,6.000,30.000,6.000,0.000,,,5.176,5.473,4.173,,0.356,24.800
21951,666711,joel peguero,Joel Peguero ,SFG,RP,pitcher,RP,RP,,,48.000,44.000,-8.910,-1.319,7.591,7.591,-4.744,-3.425,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,7.591,,,,,,,,,,,,,
10954,594798,jacob degrom,Jacob deGrom ,TEX,SP,pitcher,SP,SP,,,170.000,125.000,23.034,29.787,6.753,6.753,24.814,-4.973,0.000,0.703,0.813,1.000,High,STABLE_SP,Stable,7.565,,8.000,44.200,8.000,0.000,,,3.020,2.838,2.821,,0.278,32.900
24937,681810,austin warren,Austin Warren ,NYM,RP,pitcher,RP,RP,,,48.000,40.000,-9.314,-1.788,7.527,7.527,-2.914,-1.126,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,7.527,,,,,,,,,,,,,
26259,685801,hunter bigge,Hunter Bigge ,TBR,RP,pitcher,RP,RP,,,44.000,41.000,-10.025,-0.987,9.037,8.000,0.449,1.436,0.131,0.297,-0.617,0.760,High,STABLE_RP,Stable,7.514,,13.000,15.200,0.000,0.000,,,2.739,3.936,5.169,,,
27691,686973,louis varland,Louis Varland ,TOR,RP,pitcher,RP,RP,,,67.000,49.000,5.231,10.951,5.719,5.719,6.670,-4.281,0.000,0.939,1.757,1.000,High,RP_CLOSER,Closer Value,7.476,,21.000,21.200,0.000,5.000,,,1.910,1.399,2.177,,,
23488,676760,ron marinaccio,Ron Marinaccio ,SDP,RP,pitcher,RP,RP,,,40.000,41.000,-11.001,-3.641,7.360,7.360,-1.232,2.409,0.289,0.435,-0.261,1.000,High,STABLE_RP,Stable,7.388,,15.000,22.200,0.000,0.000,,,3.630,3.371,3.712,,,
22207,669084,dl hall,DL Hall ,MIL,RP,pitcher,RP,RP,,,52.000,46.000,-9.733,-0.516,9.217,8.000,-37.462,-36.946,0.000,0.313,-0.636,0.850,High,STABLE_RP,Stable,7.364,,16.000,17.000,0.000,0.000,,,3.397,3.930,4.240,,,
21544,663767,chase shugart,Chase Shugart ,PHI,RP,pitcher,RP,RP,,,38.000,35.000,-13.180,-5.755,7.424,7.424,-3.270,2.486,0.197,0.386,-0.300,0.660,Medium,STABLE_RP,Stable,7.321,,12.000,13.200,0.000,0.000,,,3.788,4.277,3.917,,,
19677,642397,gregory soto,Gregory Soto ,PIT,RP,pitcher,RP,RP,,,64.000,48.000,3.744,9.866,6.122,6.122,7.780,-2.086,0.000,0.786,1.143,1.000,High,STABLE_RP,Stable,7.265,,21.000,21.100,0.000,4.000,,,2.032,2.403,3.177,,,
11609,575929,willson contreras,Willson Contreras ,BOS,1B/DH,hitter,1B/DH,1B/DH,609.000,461.000,,,7.240,13.029,5.789,5.789,17.419,4.390,0.878,0.648,0.594,1.000,High,STABLE,Stable,7.261,170.000,,,,,129.409,0.402,,,,0.402,,33.800
31539,686948,drake baldwin,Drake Baldwin ,ATL,C/DH,hitter,C/DH,C/DH,571.000,442.000,,,13.394,16.756,3.363,3.363,31.014,14.258,2.852,0.748,0.992,1.000,High,STABLE,Stable,7.206,196.000,,,,,153.124,0.398,,,,0.398,,23.600
29107,699134,bradgley rodriguez,Bradgley Rodriguez ,SDP,RP,pitcher,RP,RP,,,52.000,44.000,-7.626,-1.502,6.125,6.125,2.195,3.696,0.673,0.611,0.404,0.910,High,STABLE_RP,Stable,7.202,,16.000,18.200,0.000,0.000,,,1.894,2.410,3.840,,,
14739,621112,paul blackburn,Paul Blackburn ,NYY,RP,pitcher,SP/RP,RP,,,60.000,39.000,-81.380,-4.627,76.754,8.000,-44.399,-39.773,0.000,0.252,-0.803,0.810,High,SP_TO_RP,Stable,7.197,,11.000,16.200,0.000,0.000,,,3.702,3.826,4.648,,,
5361,518692,freddie freeman,Freddie Freeman ,LAD,1B,hitter,1B,1B,651.000,478.000,,,21.285,27.913,6.627,6.627,12.738,-15.175,0.000,0.636,0.546,1.000,High,STABLE,Stable,7.173,177.000,,,,,122.711,0.385,,,,0.385,,20.400
